id,question,answer,answer_value,answer_unit,ref_id,ref_url,supporting_materials,explanation,Cohort,Corrected,Quote,Table,Figure,Math,is_NA,CrossPaper,Reconcile
q226,True or False: a single planned data center facility in Wisconsin was projected to use a majority of the state's electricity production.,FALSE,0,is_blank,['wpf2026'],https://wispolicyforum.org/wp-content/uploads/2026/01/Focus_26_01_DataCenters.pdf,"Quote: ""Each individual facility would use about 1.5% of the total energy being produced in the state.""",Evidence: quote. 1.5% is substantial for one building and is not the catastrophe the framing invites; both readings need the number.,2026,0,1,0,0,0,0,0,0
q227,"What range of total U.S. electricity consumption are data centers projected to represent in 2028, as a percentage?",6.7% to 12.0%,"(6.7,12.0)",percent,['shehabi2024'],['https://eta-publications.lbl.gov/sites/default/files/2024-12/lbnl-2024-united-states-data-center-energy-usage-report_1.pdf'],"""representing 6.7% to 12.0% of total U.S. electricity consumption""",Evidence: quote. LBNL's 2028 scenarios span 6.7%-12.0% of forecast total U.S. electricity consumption.,2026,0,1,0,0,0,0,0,0
q230,"In the IEA Base Case, what is global data centre electricity consumption projected to reach by 2035, in terawatt-hours?","Around 1,200 TWh",1200,TWh,['iea2025'],['https://iea.blob.core.windows.net/assets/de9dea13-b07d-42c5-a398-d1b3ae17d866/EnergyandAI.pdf'],"""our Base Case sees global data centre electricity consumption rising to around 1 200 TWh by 2035""",Evidence: quote. The IEA Base Case extends to around 1 200 TWh by 2035.,2026,0,1,0,0,0,0,0,0
q231,"By 2023, how many terawatt-hours of electricity were used by GPU-accelerated AI servers in U.S. data centers?",More than 40 TWh,40,TWh,['shehabi2024'],https://eta-publications.lbl.gov/sites/default/files/2024-12/lbnl-2024-united-states-data-center-energy-usage-report_1.pdf,"Quote: ""A large portion of this increase came from GPU-accelerated AI servers, which grew in energy usage from less than 2 TWh in 2017 to more than 40 TWh in 2023.""",Evidence: quote. Isolates the AI-attributable share from total data center growth.,2026,0,1,0,0,0,0,0,0
q232,"By how much did U.S. data center server energy use grow between 2014 and 2023, in TWh?",About 70 TWh,70,TWh,['shehabi2024'],https://eta-publications.lbl.gov/sites/default/files/2024-12/lbnl-2024-united-states-data-center-energy-usage-report_1.pdf,"Quote: ""Server energy usage grew from about 30 terawatt-hours (TWh) in 2014 to nearly 100 TWh in 2023, more than tripling during that period.""","Evidence: quote plus one subtraction. Shehabi et al. (2024): ""Server energy usage grew from about 30 terawatt-hours (TWh) in 2014 to nearly 100 TWh in 2023, more than tripling during that period."" The question asks by how much it grew, so the answer is the difference, 100 - 30 = 70 TWh. (2026 review: this row previously carried a list gold of (30,100), the two endpoints -- which answers ""from what to what"", a question this one does not ask.)",2026,1,1,0,0,1,0,0,0
q238,"What was the reported drop in global carbon emissions in 2020 during the COVID-19 pandemic, as a percentage?",6.4,6.4,percent,['wu2021b'],['https://arxiv.org/pdf/2108.06738'],Sustainability: 'global carbon emissions for 2020 dropped by 6.4% with vehicle transportation in the US accounting for a portion...',"Evidence: quote. Wu et al. (2021, Socio-Technological) state 'the global carbon emissions for 2020 dropped by 6.4% with vehicle transportation in the US accounting for a portion of the global reduction,' giving 6.4%.",2025,0,1,0,0,0,0,0,0
q241,"What was the gross carbon intensity of energy according to the U.S. average mix in 2021, in kg of CO2e per kWh?",0.429,0.429,kg of CO2e/KWh,['patterson2021'],['https://arxiv.org/pdf/2104.10350'],"""The gross carbon intensity of energy according to the U.S. average mix is 0.429 kg of CO 2 e/KWh [USE21].""","Evidence: quote. Patterson et al. (2021) state 'The gross carbon intensity of energy according to the U.S. average mix is 0.429 kg of CO2e/KWh [USE21],' giving the answer of 0.429 kg CO2e/KWh.",2025,0,1,0,0,0,0,0,0
q243,"In a benchmark of cloud training emissions, what is the total number of parameters in the large language model analyzed?",6.1 billion,6100000000,parameters,['dodge2022'],['https://arxiv.org/pdf/2206.05229'],"In this paper, we provide a framework for measuring software carbon intensity... including pretraining of a 6.1 billion parameter language model.","Evidence: quote. Dodge et al. (2022) describe their case study as 'pretraining of a 6.1 billion parameter language model,' giving 6.1 billion parameters.",2025,1,1,0,0,0,0,0,0
q244,"According to May 2025 data from the API platform OpenRouter, what percentage of LLM token usage occurred through models that did not disclose their environmental impact?",84%,84,percent,['luccioni2025c'],['https://arxiv.org/pdf/2506.15572'],"In terms of token usage, 84% of LLM usage is through models with no disclosure, 14% for indirectly disclosed models, and only 2% for models with direct disclosure.","Evidence: combination. The OpenRouter analysis (Figure 2, May 2025) is stated in text as '84% of LLM usage is through models with no disclosure, 14% for indirectly disclosed models, and only 2% for models with direct disclosure,' so 84% of token usage went through non-disclosing models.",2025,0,1,0,1,0,0,0,0
q245,What is the estimated range of CO2 emissions in metric tons for a *complete* training run of a 6.1 billion parameter transformer model?,21 to 78 metric tons,"(21,78)",metric tons,['dodge2022'],['https://arxiv.org/pdf/2206.05229'],"If this had been trained to completion, we estimate it would have emitted 21 to 78 metric tons of CO2 (depending on the region it was run in).","Evidence: quote. Dodge et al. (2022) state: 'If this had been trained to completion, we estimate it would have emitted 21 to 78 metric tons of CO2 (depending on the region it was run in),' giving a range of 21 to 78 metric tons.",2025,0,1,0,0,0,0,0,0
q249,"Across all model experimentation and evaluation for a benchmark of AI deployment energy, how much CO2 equivalent was emitted in total, in kg?",178.97 kg CO2eq,178.97,kg CO2eq,['luccioni2024'],['https://arxiv.org/pdf/2311.16863'],"In total, for all of model experimentation and evaluation, we used a total of 754.66 kWh of energy and emitted 178.97 kg of CO2eq.","Evidence: quote. Luccioni et al. (2024) state 'for all of model experimentation and evaluation, we used a total of 754.66 kWh of energy and emitted 178.97 kg of CO2eq,' giving the answer of 178.97 kg CO2eq.",2025,1,1,0,0,0,0,0,0
q252,What was the estimated average GPU lifetime (in years) before retirement in AI data centers in 2024?,4 years,4,years,['gao2025'],['https://www.gao.gov/assets/gao-25-107172.pdf'],"""According to one industry expert, the lifetime of a graphics processing unit (GPU) is 4 years. This means, after 4 years, the GPU's performance is no longer guaranteed.""","Evidence: quote. GAO reports an industry expert's estimate that a GPU's lifetime is 4 years, after which performance is no longer guaranteed.",2025,1,1,0,0,0,0,0,0
q257,"What was the total operational energy footprint reduction achieved at Facebook over a two-year period (2019 to 2021) due to iterative hardware-software optimization, as a percentage?",28.50%,28.5,percent,['wu2021a'],['https://arxiv.org/pdf/2111.00364'],"Figure 8 caption: ""The iterative optimization process has led to 28.5% operational energy footprint reduction over the two-year time period (Section III-B).""","Evidence: combination. Per the Figure 8 caption of Wu et al. (2021), 'The iterative optimization process has led to 28.5% operational energy footprint reduction over the two-year time period,' giving 28.50%.",2025,0,1,0,1,0,0,0,0
q264,"On a map of planned and existing Wisconsin data centers, how many distinct project-status categories appear in the legend?",4,4,categories,['wpf2026'],['https://wispolicyforum.org/wp-content/uploads/2026/01/Focus_26_01_DataCenters.pdf'],"Figure 1 (More than 40 Data Centers Are Operating in Wisconsin). Legend, verified at 12x render: Cancelled, Paused, Planned, Running -- four entries. The map is a raster image, so the legend is not in the extracted text and can only be read from the rendering.","Evidence: figure-based. The Figure 1 legend shows four colour-coded statuses - Cancelled, Paused, Planned and Running. The status taxonomy exists only in the map legend, not in the body text.",2026,1,0,0,1,0,0,0,0
q266,Approximately what percentage of the total energy produced in Wisconsin would a single new hyperscale data center use?,About 1.5%,1.5,percent,['wpf2026'],['https://wispolicyforum.org/wp-content/uploads/2026/01/Focus_26_01_DataCenters.pdf'],"""Each individual facility would use about 1.5% of the total energy being produced in the state.""",Evidence: quote. The brief estimates each individual hyperscale facility at about 1.5% of total state energy production.,2026,0,1,0,0,0,0,0,0
q272,How many machine learning models were analyzed in the Counting Carbon survey of ML training emissions?,95 models,95,models,['luccioni2023'],['https://arxiv.org/pdf/2302.08476'],"""We were able to collect information for a total of 95 models from 77 papers""",Evidence: quote. The survey covers 95 models drawn from 77 papers.,2026,0,1,0,0,0,0,0,0
q274,What is the floor on carbon emissions per thousand queries for a system that extracts answers from a supplied passage?,0.3 g CO2eq,0.3,g CO2eq,['luccioni2024'],['https://arxiv.org/pdf/2311.16863'],Results section; Figure 3,"Evidence: quote. The results section reports the most efficient task-specific models emitting 0.3g CO2eq per 1,000 inferences on SciQ, against 10g for multi-purpose models on the same task.",2026,0,1,0,1,0,0,0,0
q279,True or False: model size accounts for more of the variation in inference emissions than task structure does.,False,0,is_blank,['luccioni2024'],['https://arxiv.org/pdf/2311.16863'],Results section; Figure 2,Evidence: quote. The paper reports a relationship between model size and emissions but states that task structure accounts for more of the variation than model size does.,2026,0,1,0,1,0,0,0,0
q281,"What is the average carbon intensity, in grams of CO2 per kWh, of the most efficient cloud region measured on Microsoft Azure?",200 grams per kWh,200,g CO2 per kWh,['dodge2022'],['https://arxiv.org/pdf/2206.05229'],Section 5.1,"Evidence: quote. The paper reports an average of 200 g CO2 per kWh in the most efficient region and 755 in the least efficient. Stem reworded 2026-08-18: dodge2022 says ""most efficient region"", not ""cleanest"".",2026,0,1,0,0,0,0,0,0
q284,True or False: shifting a job's start time within a 24-hour window saves more emissions on long training runs than on short ones.,False,0,is_blank,['dodge2022'],['https://arxiv.org/pdf/2206.05229'],Section 6.1.1; Figure 3,"Evidence: combination. The Flexible Start result is the opposite - significant reductions for short jobs, with minimal savings for jobs longer than a day, because long jobs average across multiple days.",2026,0,1,0,1,0,0,0,0
q286,"Allowing a 100 percent increase in job duration, what emissions reduction does pausing and resuming achieve for a 6-billion-parameter transformer training run?",11.4 percent,11.4,percent,['dodge2022'],['https://arxiv.org/pdf/2206.05229'],Table 5,Evidence: table. Table 5 lists 11.4% for Pause and Resume on the 6B transformer under a 100% duration increase.,2026,0,0,1,0,0,0,0,0
q287,"When a training job is allowed to run up to 24 hours longer, how often does carbon-aware pausing actually pause it, in pauses per hour?",Fewer than one per hour,"[0.06,0.3]",pauses per hour,['dodge2022'],['https://arxiv.org/pdf/2206.05229'],Table 4,"Evidence: table. Table 4 (the 24-hour-increase condition) lists pauses per hour across the eleven models from 0.06 to 0.3 -- surprisingly low. Question pinned 2026-08-17: dodge2022 reports pauses/hr under SEVERAL duration allowances (Tables 4-13); the 100%-increase tables run up to 2.33, so an unqualified question had two defensible answers. The gold audit flagged it by reading Tables 7-9 instead of Table 4.",2026,1,0,1,0,0,0,0,0
q288,"At roughly what level, in TWh, did U.S. data center annual energy use sit while it was stable between 2014 and 2016?",About 60 TWh,60,TWh,['shehabi2024'],https://eta-publications.lbl.gov/sites/default/files/2024-12/lbnl-2024-united-states-data-center-energy-usage-report_1.pdf,"Quote: ""data center annual energy use remained stable between 2014-2016 at about 60 TWh, continuing a minimal growth trend observed since about 2010.""","Evidence: quote. The flat decade before the recent rise; without it, growth figures have no baseline.",2026,0,1,0,0,0,0,0,0
q289,"A study evaluates three levers for cutting a cloud workload's operational emissions: geographic region, time of day, and dynamic pausing. Which of the three does it find has the largest impact?",Choosing an appropriate geographic region,geographic region,is_blank,['dodge2022'],https://arxiv.org/pdf/2206.05229,"Quote: ""the geographic region of the data center plays a significant role in the carbon intensity for a given cloud instance, and find that choosing an appropriate region can have the largest operational emissions reduction impact.""",Evidence: quote. 'choosing an appropriate region can have the largest operational emissions reduction impact.' Where the work runs outweighs the tuning most practitioners reach for first. Options stated 2026-08-17 so a correct answer cannot lose on phrasing ('changing the region').,2026,1,1,0,0,0,0,0,0
q291,"The company now building a data center on former Foxconn land in Mount Pleasant is reconsidering its own plans there. According to the water-needs report that recounts the site's history, what is it considering doing to its initially proposed development?",Reducing the scale of its initially proposed development,reducing the scale,is_blank,['agl2025'],['https://greatlakes.org/wp-content/uploads/2025/08/AGL_WaterUse_Report_Aug2025_Final.pdf'],"agl2025: ""However, Microsoft too is now considering reducing the scale of its initially proposed development,"" citing reporting that Microsoft paused construction on parts of the Mount Pleasant site.","Evidence: quote. 'Microsoft too is now considering reducing the scale of its initially proposed development.' Two consecutive developers, one site, both walking back the projections that justified the infrastructure. The question now carries the tail of the sentence so the answer is the distinguishing phrase alone.",2026,0,1,0,0,0,0,0,0
q292,"Economists distinguish direct, indirect, and economy-wide economic rebound effects. Improved efficiency lowering a product's price and thereby increasing its consumption is which one? Answer with a single word.",Direct,direct,is_blank,['luccioni2025a'],['https://arxiv.org/pdf/2501.16548'],"Direct economic rebound effects refer to situations in which the improved efficiency of a product decreases its price, therefore leading to an increase in its consumption.","Evidence: quote. luccioni2025a: 'Direct economic rebound effects refer to situations in which the improved efficiency of a product decreases its price, therefore leading to an increase in its consumption.' Answer form pinned to one word 2026-08-17 -- the full category name is equally correct prose and an exact-match gold cannot hold both.",2026,0,1,0,0,0,0,0,0
q293,"When a cheaper product leaves consumers with money to spend on other goods, the resulting rebound is also known by what two-word economic term?",Real income effect,real income effect,is_blank,['luccioni2025a'],['https://arxiv.org/pdf/2501.16548'],This kind of rebound effect is also known as a real income effect because the reduced price of one product means that consumers have more income available to spend on other products and services.,"Evidence: quote. The indirect economic channel: savings do not vanish, they get spent.",2026,0,1,0,0,0,0,0,0
q294,"Rebound effects are said to be particularly large for one class of technology, whose examples include electricity, the steam engine and the Internet. What is that class called?",General-purpose technologies,general-purpose technologies,is_blank,['luccioni2025a'],['https://arxiv.org/pdf/2501.16548'],"These types of rebound effects can be particularly large for so-called ""general-purpose technologies"" such as electricity, the steam engine and the Internet, since these can have global spillover effects on industries and labor markets.","Evidence: quote. Why AI's rebound may be unusually large: it is being argued to be a general-purpose technology, which is the category with the widest spillovers.",2026,0,1,0,0,0,0,0,0
q295,"Outside energy, road improvements are cited as a classic rebound case. What unintended result did they produce?",Increased congestion,increased congestion,is_blank,['luccioni2025a'],['https://arxiv.org/pdf/2501.16548'],"similar rebound effects have been observed with respect to energy and water, as well as in domains such as road travel (where improvements to roads have been found to result in increased congestion) and agriculture",Evidence: quote. Adding lanes fills them; the pattern is not special to computing.,2026,0,1,0,0,0,0,0,0
q296,"True or False: technical efficiency improvements such as high-efficiency data centre designs are described as sufficient on their own, without broader regulatory and policy conditions.",FALSE,0,is_blank,['luccioni2025a'],['https://arxiv.org/pdf/2501.16548'],"technical efficiency improvements, such as high-efficiency datacenter designs or AI model efficiency optimizations, are insufficient when broader regulatory and policy conditions [do not require reductions]",Evidence: quote. luccioni2025a: such improvements 'are insufficient when broader regulatory and policy conditions' do not require reductions. Converted to True/False 2026-08-17: the free-text form competed with the source's own 'broader regulatory and policy conditions'.,2026,0,1,0,0,0,0,0,0
q299,True or False: there is currently momentum that would ensure the widespread adoption of the AI applications capable of delivering those emissions reductions.,FALSE,0,is_blank,['iea2025'],['https://iea.blob.core.windows.net/assets/de9dea13-b07d-42c5-a398-d1b3ae17d866/EnergyandAI.pdf'],It is vital to note that there is currently no momentum that could ensure the widespread adoption of these AI applications.,"Evidence: quote. The offsetting benefits are conditional on an adoption curve nobody is on, which is the sentence usually missing when the potential is quoted.",2026,0,1,0,0,0,0,0,0
q300,Autonomous vehicles operate more efficiently than conventional ones. They may still raise emissions by attracting travellers away from what?,Public transport,public transport,is_blank,['iea2025'],['https://iea.blob.core.windows.net/assets/de9dea13-b07d-42c5-a398-d1b3ae17d866/EnergyandAI.pdf'],"vehicles operate more efficiently than conventional ones, they might also attract people away from public transport as costs fall and availability increases, leading to rebound effects","Evidence: quote. iea2025: they 'might also attract people away from public transport as costs fall and availability increases, leading to rebound effects'. Question narrowed 2026-08-17 to the destination of the shift, so the answer is two words rather than a describable clause.",2026,0,1,0,0,0,0,0,0
q301,True or False: the energy consumed while a GPU is running accounts for its full lifetime environmental footprint.,FALSE,0,is_blank,['morrison2025'],['https://arxiv.org/pdf/2503.05804'],"morrison2025 estimates the environmental impact from mining rare earth metals used during manufacturing, alongside operational energy -- embodied impacts arise before the hardware is switched on.","Evidence: quote. FALSE. Operational energy omits everything spent before delivery, which is why an efficiency gain that shortens hardware lifetime can backfire.",2026,0,1,0,0,0,0,0,0
q308,"In the worked example given in Counting Carbon, how many kilograms of CO2 equivalent does a model trained on a single 300 W GPU for 100 hours on a 500 gCO2eq/kWh grid emit?",15 kg of CO2eq,15,kg,['luccioni2023'],['https://arxiv.org/pdf/2302.08476'],"""0.3 kW × 100 h × 500 g/kWh = 15000 g = 15 kg of CO2eq""",Evidence: quote. The paper's worked example gives 0.3 kW x 100 h x 500 g/kWh = 15 kg CO2eq.,2026,0,1,0,0,0,0,0,0
q309,What were the estimated amortized training costs for OpenAI's GPT-4?,$40 million,40000000,USD,['cottier2024'],['https://arxiv.org/pdf/2405.21015'],We find that the most expensive publicly-announced training runs to date are OpenAI's GPT-4 at $40M and Google's Gemini Ultra at $30M.,"Evidence: quote. The paper states 'the most expensive publicly-announced training runs to date are OpenAI's GPT-4 at $40M and Google's Gemini Ultra at $30M,' giving GPT-4's amortized cost as $40 million.",2025,0,1,0,0,0,0,0,0
q310,What were the estimated amortized training costs for Google's Gemini Ultra?,$30 million,30000000,USD,['cottier2024'],['https://arxiv.org/pdf/2405.21015'],We find that the most expensive publicly-announced training runs to date are OpenAI's GPT-4 at $40M and Google's Gemini Ultra at $30M.,"Evidence: quote. The paper states 'the most expensive publicly-announced training runs to date are OpenAI's GPT-4 at $40M and Google's Gemini Ultra at $30M,' giving Gemini Ultra's amortized cost as $30 million.",2025,0,1,0,0,0,0,0,0
q324,True or False: Approximately 770 million people worldwide still lack access to a stable supply of electricity.,TRUE,1,is_blank,['wu2021b'],['https://arxiv.org/pdf/2108.06738'],"Demographic Inclusion: 'approximately 770 million people, or about 1 out of 10 people in the world, do not have access to a stable supply of electricity [IEA]'","Evidence: quote. Wu et al. (2021, Socio-Technological) state 'approximately 770 million people, or about 1 out of 10 people in the world, do not have access to a stable supply of electricity,' making the statement TRUE.",2025,0,1,0,0,0,0,0,0
q326,Total compute for model development is how many times larger than the compute for the final training run alone?,1.2x to 4x,"[1.2,4]",multiplier,['cottier2024'],['https://arxiv.org/pdf/2405.21015'],"Based on this, we sampled the factor from a log-normal distribution with a 90% CI of 1.2x to 4x, meaning that total compute for model development is 1.2x to 4x larger than the final training run.","Evidence: quote. Section 2.5 states 'we sampled the factor from a log-normal distribution with a 90% CI of 1.2x to 4x, meaning that total compute for model development is 1.2x to 4x larger than the final training run.'",2025,1,1,0,0,0,0,0,0
q334,"True or False: For CV models with high granularity, intercontinental training slowed performance by only 7% compared to local training.",TRUE,1,is_blank,['erben2023'],['https://arxiv.org/pdf/2306.03163'],"Section 4.C: 'for CV, even distributing VMs over four continents only slows down performance by 7%'","Evidence: quote. Erben et al. (2023) state in Section 4 (intercontinental results) that 'for high granularity tasks like CV, even distributing VMs over four continents only slows down performance by 7%,' supporting the statement (TRUE).",2025,0,1,0,0,0,0,0,0
q336,In what year did the practice of directly releasing environmental information for notable models peak before declining?,2022,2022,year,['luccioni2025c'],['https://arxiv.org/pdf/2506.15572'],"The direct release of environmental information peaked in 2022, with 10% of notable models that year releasing some degree of information.","Evidence: quote. The paper states 'The direct release of environmental information peaked in 2022, with 10% of notable models that year releasing some degree of information.'",2025,0,1,0,0,0,0,0,0
q338,What is the name of the benchmark suite presented in a recent paper for measuring inference energy consumption?,The ML.ENERGY Benchmark,ML.ENERGY Benchmark,is_blank,['chung2025'],['https://arxiv.org/pdf/2505.06371'],"We present the ML.ENERGY Benchmark, a benchmark suite and tool for measuring inference energy consumption under realistic service environments...","Evidence: quote. Chung et al. (2025) state 'We present the ML.ENERGY Benchmark, a benchmark suite and tool for measuring inference energy consumption under realistic service environments,' naming it the ML.ENERGY Benchmark.",2025,0,1,0,0,0,0,0,0
q341,What is the processor model number reported for the experimental setup of energy-efficient local inference in financial sentiment classification?,Intel Core i7-1165G7,i7-1165G7,is_blank,['khan2025'],['https://arxiv.org/pdf/2504.06307'],Section IV.A: '11th Gen Intel(R) Core(TM) i7-1165G7 processor',"Evidence: quote. Section IV.A states the hardware included ""an 11th Gen Intel(R) Core(TM) i7-1165G7 processor operating at 2.80 GHz,"" so the processor was the Intel Core i7-1165G7.",2025,1,1,0,0,0,0,0,0
q342,How many different machine learning models were sampled and analyzed for a study of the deployment cost of AI?,88,88,models,['luccioni2024'],['https://arxiv.org/pdf/2311.16863'],"We study 88 models across 10 tasks and 30 datasets, spanning applications in natural language and computer vision, analyzing the impact of end task, modality, model size, architecture, and learning paradigm (i.e. task-specific or multi-task/multi-purpose) on energy efficiency.","Evidence: quote. Luccioni et al. (2024): ""We study 88 models across 10 tasks and 30 datasets, spanning applications in natural language and computer vision."" (2026 review: an earlier edit added the task and dataset counts to the question to stop the pipeline abstaining. Reverted -- those come from the same sentence as the answer, so including them lets a contestant find the passage by string match instead of retrieving it. The abstention is a prompt problem.)",2025,1,1,0,0,0,0,0,0
q355,"True or False: Researchers believe that a universal, one-size-fits-all approach to AI ethics and sustainability can be developed.",FALSE,0,is_blank,['luccioni2025b'],['https://arxiv.org/pdf/2504.00797'],"""We recognize that issues of ethics and sustainability are complex and, especially in the context of emerging technologies like AI, it can be difficult to define what progress looks like and how it can be achieved. We do not pretend to have developed a universal approach for either of these issues (and do not believe that one can exist)...""","Evidence: quote. The authors write 'We do not pretend to have developed a universal approach for either of these issues (and do not believe that one can exist),' so the answer is FALSE.",2025,0,1,0,0,0,0,0,0
q360,"True or False: using custom tags with one-shot, zero-shot, and few-shots techniques in source code completion tasks can reduce energy consumption of LLMs.",TRUE,1,is_blank,['rubei2025'],['https://arxiv.org/pdf/2501.05899'],"""Our study reveals that custom tags can reduce the energy consumption of LLMs across the three prompt engineering techniques tested for source code completion tasks.""","Evidence: quote. Rubei et al. (2025) state 'custom tags can reduce the energy consumption of LLMs across the three prompt engineering techniques tested for source code completion tasks' (zero-shot, one-shot, few-shot), so the statement is TRUE.",2025,0,1,0,0,0,0,0,0
q365,"Across all model experimentation and evaluation for a benchmark of AI deployment energy, how much energy was consumed in total, in kWh?",754.66 kWh,754.66,kWh,['luccioni2024'],['https://arxiv.org/pdf/2311.16863'],"In total, for all of model experimentation and evaluation, we used a total of 754.66 kWh of energy and emitted 178.97 kg of CO2eq.","Evidence: quote. Luccioni et al. (2024) state 'for all of model experimentation and evaluation, we used a total of 754.66 kWh of energy,' giving the answer of 754.66 kWh.",2025,1,1,0,0,0,0,0,0
q368,True or False: Sustainable deployment techniques described for large language models demonstrated up to a 45% reduction in carbon emissions after quantization.,TRUE,1,is_blank,['khan2025'],['https://arxiv.org/pdf/2504.06307'],Abstract: 'reduce energy consumption and carbon emissions by up to 45% post quantization',"Evidence: quote. TRUE: the abstract states the methods ""can reduce energy consumption and carbon emissions by up to 45% post quantization,"" confirming up to a 45% reduction after quantization.",2025,0,1,0,0,0,0,0,0
q381,"True or False: Under current EU rules, open-source general-purpose AI models must report their energy consumption to authorities.",FALSE,0,is_blank,['ebert2024'],['https://arxiv.org/pdf/2410.06681'],Section 4.3 Transparency: 'Open-source (OS) GPAI models are largely excluded from transparency requirements unless they present a systemic risk... does not mandate the disclosure of energy consumption.',"Evidence: quote. Section 5.3 states open-source GPAI models 'are largely excluded from transparency requirements unless they present a systemic risk' and the relevant provision 'does not mandate the disclosure of energy consumption,' so the answer is FALSE - they are not required to report energy use.",2025,0,1,0,0,0,0,0,0
q387,"In experiments measuring inference with large language models, was the relationship between runtime and energy consumption found to be nearly linear?",TRUE,1,is_blank,['zschache2025'],['https://arxiv.org/pdf/2508.14170'],"zschache2025 section 4.2 is titled ""Linear relationship between duration and energy"" and states ""the relation between duration and energy is approximately linear""; Table 3 reports R2 = 0.998. Figure 6: Relationship between duration and energy consumption (R² ≈ 0.998)","Evidence: figure-based. Figure 6 plots inference duration against energy consumption, and the Table 3 regression for the Capella system reports R2 = 0.998, confirming a nearly linear relationship; the answer is TRUE.",2025,1,1,1,1,0,0,0,0
q389,"In the online workload experiment with a 400 TPS SLO, by approximately what percentage was the Max-Performance instance (g6e.xlarge) more expensive than InferSave's top choice?",280.00%,280,percent,['kim2025'],['https://arxiv.org/pdf/2504.11816'],"On the other hand, Max-Performance selected g6e.xlarge, which provides the highest performance of 1506.54 TPS, but at a cost of $2.699, which is about 280% more expensive than InferSave's top choice.","Evidence: combination. Kim et al. (2025) state for the online 400 TPS SLO that Max-Performance's g6e.xlarge cost $2.699, 'which is about 280% more expensive than InferSave's top choice' (g4dn.xlarge at $0.71, per Table V), giving ~280%.",2025,0,1,1,0,0,0,0,0
q390,By what factor did platform-level caching improve the power efficiency of the inference workload for a cross-lingual Transformer language model?,6.7x,6.7,multiplier,['wu2021a'],['https://arxiv.org/pdf/2111.00364'],"""Platform-Level Caching. Starting with a CPU server baseline, application-level caching improves power efficiency by 6.7x.""","Evidence: quote. Wu et al. (2021) state 'Starting with a CPU server baseline, application-level caching improves power efficiency by 6.7x,' giving the 6.7x platform-level caching improvement.",2025,1,1,0,0,0,0,0,0
q392,"True or False: Smartphones currently average lifetimes of less than 3 years, contributing to e-waste concerns.",TRUE,1,is_blank,['wu2021b'],['https://arxiv.org/pdf/2108.06738'],Sustainability: 'significantly longer lifetimes than the current averages of less than 3 years for cell phones...',"Evidence: quote. Wu et al. (2021, Socio-Technological) refer to 'the current averages of less than 3 years for cell phones,' making the statement that smartphones average lifetimes of less than 3 years TRUE.",2025,0,1,0,0,0,0,0,0
q393,True or False: LLMs generally have lower power draw during inference than diffusion models because LLM decoding is less compute-intensive and bottlenecked by VRAM bandwidth.,TRUE,1,is_blank,['chung2025'],['https://arxiv.org/pdf/2505.06371'],"This is because LLM decoding is characterized by low compute-intensity, meaning that the number of arithmetic operations (e.g., multiplication and addition) per byte of memory loaded is low [33, 50]. This leads to the GPU's computation throughput being bottlenecked by VRAM bandwidth...","Evidence: quote. Chung et al. (2025) explain LLMs draw lower power because 'LLM decoding is characterized by low compute-intensity... This leads to the GPU's computation throughput being bottlenecked by VRAM bandwidth,' supporting the statement (TRUE).",2025,0,1,0,0,0,0,0,0
q398,True or False: The umbrella term 'Sustainable AI' was proposed to only encompass using AI in climate-positive applications.,FALSE,0,is_blank,['luccioni2025b'],['https://arxiv.org/pdf/2504.00797'],"""The umbrella term 'Sustainable Al' was initially proposed by van Wynsberghe as a field of practice that both aims to use Al in climate-positive applications, as well as improving upon the (environmental) sustainability of AI approaches themselves [203].""","Evidence: quote. The paper states the term 'Sustainable AI' was proposed by van Wynsberghe as a field that 'both aims to use AI in climate-positive applications, as well as improving upon the (environmental) sustainability of AI approaches themselves,' so the answer is FALSE - it covers more than just climate-positive applications.",2025,1,1,0,0,0,0,0,0
q401,"True or False: When enhancing performance of LLM fine-tuning, the Mixture of Experts (MoE) layer is often a targeted layer.",TRUE,1,is_blank,['xia2024'],['https://arxiv.org/pdf/2408.04693'],"""Consequently, MoE is the costliest layer and a prime target for optimization to enhance the performance of LLM fine-tuning""","Evidence: quote. The paper (Xia et al. 2024) states 'MoE is the costliest layer and a prime target for optimization to enhance the performance of LLM fine-tuning,' confirming the MoE layer is a targeted layer (TRUE).",2025,0,1,0,0,0,0,0,0
q404,True or False: Adding compute resources to accelerate the MoE layers when fine-tuning LLMs can increase costs.,FALSE,0,is_blank,['xia2024'],['https://arxiv.org/pdf/2408.04693'],"""A way to further reduce cost based on our study is to add compute resources to accelerate the MoE layers""","Evidence: quote. The paper (Xia et al. 2024) recommends 'add[ing] compute resources to accelerate the MoE layers' as 'a way to further reduce cost,' so this is presented as a cost reducer, not an increaser (FALSE).",2025,0,1,0,0,0,0,0,0
